,expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
386,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,15,20.0,CAJA X 20 CÁPSULAS CON 5 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,FENILEFRINA CLORHIDRATO,mg,10.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
387,19938535,METSULINA® TABLETAS 850 MG,BLUEPHARMA COLOMBIA S.A.S.,INVIMA 2015M-0002797-R1,09/30/2003,07/10/2020,Vigente,19938535,3,15.0,CAJA POR 15 TABLETAS EN BLISTER DE PVC AMBAR ATOXICO/PAPEL PROLAM 700 X 5 TABLETAS.,Activo,11/10/2006,,No,U,A10BA02,METFORMINA,ORAL,A,METFORMINA CLORHIDRATO,mg,850.0,TABLETA,TABLETA,BIOGEN LABORATORIOS DE COLOMBIA S.A.,FABRICANTE,FABRICAR Y VENDER
388,19908266,ADVIL® TABLETAS RECUBIERTAS,PFIZER S.A.S.,INVIMA 2016 M014705-R2,01/01/1999,03/09/2021,Vigente,19908266,1,4.0,MUESTRA MÉDICA: BLISTER POR 4 GRAGEAS,Inactivo,11/10/2006,08/19/2010,Si,U,M01AE01,IBUPROFENO,ORAL,A,IBUPROFENO,mg,200.0,GRAGEA,TABLETA CUBIERTA (GRAGEA),PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
389,19999530,AZILECT ®,TEVA PHARMACEUTICAL INDUSTRIES LTD.,INVIMA 2009M-0009583,05/06/2009,05/27/2019,Vigente,19999530,5,30.0,CAJA DE CARTÓN POR 30 COMPRIMIDOS EN BLISTER ALUMINIO/ALUMINIO,Activo,12/03/2008,,No,U,N04BD02,ROSAGILINA,ORAL,A,RASAGILINA MESILATO EQUIVALENTE A RASAGILINA,mg,1.0,TABLETA,TABLETA,TEVA PHARMACEUTICAL INDUSTRIES LTD.,FABRICANTE,IMPORTAR Y VENDER
390,20098197,LIDAL,GLOBAL INTERNATIONAL MEDICINE S.A.S. - GIMED S.A.S.,INVIMA 2015M-0016679,12/11/2015,01/05/2021,Vigente,20098197,12,20.0,CAJA POR 20 ÓVULOS EN BLISTER PVC-PVDC TRANSPARENTE/ALU X 4 ÓVULOS,Activo,12/02/2015,,No,U,G01AF20,COMBINACIONES DE IMIDAZOL DERIVADOS,VAGINAL,A,METRONIDAZOL,mg,500.0,CAPSULA BLANDA VAGINAL,OVULO,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
391,20006836,CEFOTAXINA SODICA PARA INYECCION USP POR 1000 MG,VENUS REMEDIES LIMITED,INVIMA 2009M-0010042,09/22/2009,11/12/2019,Vigente,20006836,2,10.0,CAJA PLEGADIZA POR DIEZ VIALES DE VIDRIO TIPO III TRANSPARENTE E INCOLORO 1000 MG/4ML CON TAPON DE CAUCHO GRIS CON SELLO FLIP OF,Activo,07/21/2009,,No,U,J01DD01,CEFOTAXIMA,INTRAMUSCULAR,A,CEFOTAXIMA SODICA ESTERIL EQUIVALENTE A CEFOTAXIMA ANHIDRA,mg,10000.0,VIAL DE VIDRIO TIPO III CON TAPÓN DE CAUCHO Y AGRAFE DE ALUMINIO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,DISTRIHOSPITALARIOS HL. LIMITADA,IMPORTADOR,IMPORTAR Y VENDER
392,20006593,CRYOGAS-GRUPO INDURA (OXIDO NITROSO MEDICINAL),GASES INDUSTRIALES DE COLOMBIA S.A. - CRYOGAS S.A,INVIMA 2010M-0010576,03/18/2010,04/27/2020,Vigente,20006593,4,2.0,CILINDRO DE ACERO POR 2 KG DE GAS.,Activo,02/09/2010,,No,kg,N01AX13,NITROSO OXIDO,INHALACION,B,OXIDO NITROSO MEDICINAL,%,99.0,100 ML,GAS,AIRGAS NITROUS OXIDE CORP,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
393,19951733,FLAZCORT CREMA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015M-0004380-R1,04/26/2005,08/10/2020,Vigente,19951733,5,1.0,CAJA CON UN TUBO COLAPSIBLE DE POLIETILENO LAMINADO POR 45 G.,Activo,11/10/2006,,No,U,D07AC13,MOMETASONA,TOPICA (EXTERNA),D,FUROATO DE MOMETASONA MONOHIDRATO 0.1035 G EQUIVALENTE A FUROATO DE MOMETASONA,g,0.1,100 G.,CREMA TOPICA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
394,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,18,8.0,CAJA X 8 CÁPSULAS CON 2 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,FENILEFRINA CLORHIDRATO,mg,10.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
395,35039,BRONCOCHEM JARABE,LABORATORIOS SIEGFRIED S.A.S.,INVIMA2009 M-010833-R2,07/09/1999,05/18/2019,Vigente,35039,5,1.0,MUESTRA MEDICA CAJA POR 1 FRASCO AMBAR PLASTICO DE POLIETILENO TEREFTALATO POR 60ML,Activo,07/22/2014,,Si,U,R05CB02,BROMHEXINA,ORAL,B,GLICERIL GUAYACOLATO,g,2.0,100 ML,JARABE,LABORATORIOS SIEGFRIED S.A.S,FABRICANTE,FABRICAR Y VENDER
396,20133770,AMOXICILINA 250MG/5 ML + ACIDO CLAVULANICO 62.5 MG /5 ML POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL,LABORATORIOS MK S.A.S.,INVIMA 2019M-0018837,03/04/2019,04/12/2024,Vigente,20133770,1,1.0,2A1003571003101 ACIDO CLAVULANICO 1250 MG/AMOXICILINA 5000 MG POLVOS PARA RECONSTITUIR ORAL (MK) CAJA POR 1 FRASCO DE VIDRIO TIPO III AMBAR POR 100 ML. CON TAPA PUSH DOWN CON LINNER DE ALUMINIO (CONTIENE CUCHARA DOSIFICADORA EN PP DE 5 ML),Activo,05/17/2018,,No,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,E,AMOXICILINA TRIHIDRATO POLVO EXTRADRY 5.9888 G EQUIVALENTE A 5.00 G DE AMOXICILINA BASE,g,5.0,16.00 G DE POLVO PARA RECONSTITUIR A 100 ML DE SUSPENSIÓN ORAL,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER
397,20075735,DOLIVIUM® FORTE,COOPERATIVA NACIONAL DE DROGUISTAS DETALLISTAS - COOPIDROGAS,INVIMA 2015M-0016343,10/05/2015,10/30/2020,Vigente,20075735,4,48.0,CAJA POR 48 CAPSULAS BLANDAS EN BLISTER DE PVC/PVDC/ALUMINIO POR 8 CAPSULAS BLANDAS CADA UNO.,Activo,01/15/2015,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CAFEÍNA,mg,60.0,CAPSULA,CAPSULA BLANDA,HC CLOVER. PRODUCTOS Y SERVICIOS SL,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
398,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,25,50.0,CAJA X 50 CÁPSULAS CON 5 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 10 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA ANHIDRA,mg,30.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
399,20155033,FIREXIFEN JARABE,LABQUIFAR LTDA.,INVIMA 2019M-0018957,04/17/2019,05/06/2024,Vigente,20155033,2,100.0,1P1001291003102 CAJA DE CARTÓN CON FRASCO PET TRANSPARENTE. TAPA BLANCA DE POLIPROPILENO Y BANDA DE SEGURIDAD X 100 ML,Activo,04/10/2019,,No,ml,N02BE01,PARACETAMOL,ORAL,B,ACETAMINOFEN,g,3.0,CADA 100 MLDE SOLUCIÓN ORAL,SOLUCION ORAL,SERVICIO TÉCNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER
400,20027907,BETAPLEX® 6.25 MG TABLETAS,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-0012819-R1,02/06/2012,11/28/2022,Vigente,20027907,26,60.0,CAJA PLEGADIZA POR 60 TABLETAS EN BLÍSTER PVC ÁMBAR / ALUMINIO POR 15 TABLETAS CADA BLÍSTER (CON DENOMINACIÓN GENERICA) + INSERTO.,Inactivo,10/03/2014,10/27/2017,No,U,C07AG02,CARVEDILOL,ORAL,A,CARVEDILOL,mg,6.25,CADA TABLETA CONTIENE:,TABLETA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER
401,19950727,VICAL® TABLETAS MASTICABLES,LABORATORIOS ECAR S.A,INVIMA 2016M-0004550-R1,06/30/2005,09/01/2021,Vigente,19950727,71,100.0,BOLSA FLOW PACK POR 10 SOBRES POR 10 TABLETAS CADA UNO,Inactivo,12/16/2014,03/10/2016,No,U,A11GA01,ACIDO ASCORBICO (VIT C),BUCAL,A,ACIDO ASCORBICO RECUBIERTO,mg,230.0,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
402,20075735,DOLIVIUM® FORTE,COOPERATIVA NACIONAL DE DROGUISTAS DETALLISTAS - COOPIDROGAS,INVIMA 2015M-0016343,10/05/2015,10/30/2020,Vigente,20075735,4,48.0,CAJA POR 48 CAPSULAS BLANDAS EN BLISTER DE PVC/PVDC/ALUMINIO POR 8 CAPSULAS BLANDAS CADA UNO.,Activo,01/15/2015,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO,mg,400.0,CAPSULA,CAPSULA BLANDA,HC CLOVER. PRODUCTOS Y SERVICIOS SL,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
403,20027412,LEPRIT® ENZIMATICO GRAGEAS,GALENO QUIMICA S.A.,INVIMA 2017M-0012253-R1,06/03/2011,09/07/2022,Vigente,20027412,6,6.0,MUESTRA MÉDICA:CAJA POR 6 GRAGEAS EN BLISTER DE ALUMINIO/PVDC TRANSPARENTE,Activo,12/15/2010,,No,U,A03FA98,LEVOSULPIRIDA,ORAL,A,SIMETICONA,mg,80.0,GRAGEA,TABLETA CUBIERTA (GRAGEA),MANUFACTURERA MUNDIAL FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER
404,19936971,VOLUVEN 6%,FRESENIUS KABI DEUTSCHLAND GMBH,INVIMA 2016M-0003179-R1,03/15/2004,02/03/2021,Vigente,19936971,7,250.0,FREFLEX SIN ENVOLTURA POR 250 ML.,Inactivo,11/10/2006,11/10/2015,No,ml,B05AA07,HIDROXIETILALMIDON,INTRAVENOSA,A,CLORURO DE SODIO,g,0.9,100 ML,SOLUCION INYECTABLE,FRESENIUS KABI FRANCE,FABRICANTE,IMPORTAR Y VENDER
405,20126444,BUCALIV®PLUS TABLETA MASTICABLE,BIOTECNIK S.A.S.,INVIMA 2018M-0018637,12/14/2018,01/29/2024,Vigente,20126444,10,8.0,CAJA X 8 TABLETAS MASTICABLES SABOR A CEREZA EN BLISTER LAMINADO ALU/ALU MAS PAPEL ALUMINIO EN CAJA DE CARTON,Activo,10/18/2018,,No,U,R02AD01,BENZOCAINA,BUCAL,A,BENZOCAINA,mg,10.0,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
406,20082935,ATORVASTATINA 20 MG,MOMENTA FARMACEUTICA S.A.S.,INVIMA 2015M-0016063,07/17/2015,08/14/2020,Vigente,20082935,2,30.0,CAJA PLEGADIZA POR 30 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,03/24/2015,,No,U,C10AA05,ATORVASTATIN,ORAL,A,ATORVASTATINA CALCICA 20.72  EQUIVALENTE A 20.00 ATORVASTATINA BASE,mg,20.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,EUROFARMA LABORATORIOS S.A.,FABRICANTE,IMPORTAR Y VENDER
407,20097294,AZACYT ®,INTAS PHARMACEUTICALS LIMITED,INVIMA 2015M-0016715,12/17/2015,01/04/2021,Vigente,20097294,1,1.0,CAJA POR 1 VIAL DE VIDRIO TRANSPARENTE TIPO I. CON TAPÓN DE BROMOBUTILO GRIS. AGRAFE DE ALUMINIO Y FLIP-OFF.,Activo,12/14/2015,,No,U,L01BC07,AZACITIDINA,INTRAVENOSA,A,AZACITADINA,mg,100.0,VIAL DE POLVO LIOFILIZADO PARA INYECCION,POLVO LIOFILIZADO,XINETIX PHARMA SAS,IMPORTADOR,IMPORTAR Y VENDER
408,34501,MEDROL 4 MG TABLETAS,PFIZER S.A.S.,INVIMA 2019M-002141-R4,10/11/1999,04/10/2024,Vigente,34501,8,20.0,CAJA PLEGADIZA X 20 TABLETAS EN EMPAQUE BLISTER PVC/ALUMINIO,Activo,10/09/2012,,No,U,H02AB04,METILPREDNISOLONA,ORAL,A,METILPREDNISOLONA,mg,4.0,TABLETA,TABLETA,PFIZER ITALIA SRL,FABRICANTE,IMPORTAR Y VENDER
409,19946883,NOFERTYL® INYECTABLE,LAFRANCOL INTERNACIONAL S.A.S.,INVIMA 2015M-0003611-R1,07/28/2004,03/31/2020,Vigente,19946883,13,1.0,CAJA CON UNA AMPOLLA DE VIDRIO ÁMBAR + ETIQUETA POR 1 ML + JERINGA DESECHABLE DE 2 O 3 ML,Activo,09/08/2017,,No,U,G03AB04,NORETISTERONA Y ESTROGENO,INTRAMUSCULAR,A,ESTRADIOL VALERATO,mg,5.0,AMPOLLA DE VIDRIO AMBAR PIROGRABADA POR 1 ML,SOLUCION INYECTABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
410,20138566,ESCITAVITAE® 20MG TABLETAS RECUBIERTAS,GALENICUM HEALTH COLOMBIA S.A.S.,INVIMA 2019M-0018940,04/10/2019,05/03/2024,Vigente,20138566,7,28.0,MUESTRA MÉDICA: 1E1005031003106 ESCITALOPRAM 20.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ESCITAVITAE) TABLETA 1.0000U / CAJA X 28. CAJA POR 28 TABLETAS RECUBIERTAS COLOR BLANCO EN BLÍSTER DE PVC/PVDC/PVC TRANSPARENTE Y ALUMINIO.,Activo,10/23/2018,,Si,U,N06AB10,ESCITALOPRAM,ORAL,A,ESCITALOPRAM OXALATO 25.55 MG EQUIVALENTE A ESCITALOPRAM,mg,20.0,TABLETA RECUBIERTA COLOR BLANCO,TABLETA RECUBIERTA,GALENICUM HEALTH COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
411,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,19,16.0,CAJA X 16 CÁPSULAS CON 4 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA ANHIDRA,mg,30.0,CÁPSULA DURA,CAPSULA DURA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER
412,20086885,MOVIPREN® ULTRA TABLETAS RECUBIERTAS,LABORATORIOS BUSSIÉ S.A.,INVIMA 2015M-0016464,10/26/2015,11/13/2020,Vigente,20086885,10,10.0,USO INSTITUCIONAL - CAJA POR 10 TABLETAS RECUBIERTAS EN BLÍSTER PVC/PVDC/ALUMINIO,Activo,03/10/2017,,No,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,TICOLCHICOSIDO,mg,8.0,TABLETA,TABLETA RECUBIERTA,LABORATORIOS BUSSIÉ S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
413,19914092,SEVEDOL ®,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2017M-015027-R2,01/01/1999,06/22/2022,Vigente,19914092,1,2.0,PRESENTACIÓN COMERCIAL: ESTUCHE POR 2 TABLETAS EN BLISTER PVDC-PVC BLANCO/ALUMINIO.,Inactivo,11/10/2006,05/23/2017,Si,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACIDO ACETIL SALICILICO GRANULAR 90% 277.78 MG EQUIVALENTE A DE ACIDO ACETIL SALICILICO,mg,250.0,TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
414,20142569,LACTATO DE RINGER SOLUCIÓN INYECTABLE (SOLUCIÓN HARTMANN),FARMALIQUIDOS DE COLOMBIA S.A.S.,INVIMA 2018M-0018356,08/22/2018,09/07/2023,Vigente,20142569,1,1.0,BOLSA DE PVC INCOLORO TRANSPARENTE CON TAPÓN DE POLICARBONATO / SILICONA INCOLORA POR 500 ML. CON SOBREBOLSA DE PET/C,Activo,08/13/2018,,No,U,B05XA30,ELECTROLITOS COMBINACIONES,IRRIGACIÓN,C,CLORURO DE SODIO,mg,6.0,ML,SOLUCION INYECTABLE,FARMALIQUIDOS DE COLOMBIA S.A.S.,FABRICANTE,FABRICAR Y VENDER
415,20016424,BLOTRIL 5 MG -10 MG CAPSULAS,DROGUERIA FARMAINDUSTRIA S.A.,RSM-EXP20100010764,05/03/2010,05/28/2020,Vigente,20016424,19,48.0,FRASCO DE VIDRIO AMBAR TIPO III EN CAJA DE CARTULINA POR 48 CAPSULAS.,Activo,04/20/2010,,No,U,C09AA07,BENAZEPRIL,ORAL,A,BENAZEPRIL CLORHIDRATO,mg,10.0,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y EXPORTAR
416,19913206,SENNAX PLUS TABLETAS RECUBIERTAS,FARMA DE COLOMBIA S.A.S.,INVIMA 2017M-0000001-R2,02/16/2001,08/01/2022,Vigente,19913206,2,4.0,MUESTRA MEDICA: CAJA DE CARTON POR 4 TABLETAS CUBERTAS EN SISTEMA BLISTER PVC/PVDC,Inactivo,11/10/2006,05/10/2011,Si,U,A06AA02,SODIO DOCUSATO,ORAL,A,SENNA CONCENTRADO EQUIVALENTE A SENOSIDO A Y B*,mg,8.6,TABLETA,TABLETA RECUBIERTA,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER
417,19946334,TRAMADOL 50 MG POR 1ML,CORPORACIÓN DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL - CORPAUL,INVIMA 2015M-0003879-R1,10/14/2004,07/03/2020,Vigente,19946334,2,25.0,CAJA POR 25 AMPOLLAS DE PEDB DE 1 ML CADA UNA,Activo,11/10/2006,,No,U,N02AX02,TRAMADOL,INTRAMUSCULAR,A,TRAMADOL CLORHIDRATO,mg,50.0,AMPOLLA DE 1 ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,CORPORACION DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL - CORPAUL,FABRICANTE,FABRICAR Y VENDER
418,20126194,SENSITRACE®,LABORATORIOS BAXTER S.A.,INVIMA 2019M-0018892,03/21/2019,04/05/2024,Vigente,20126194,1,10.0,CAJA POR 10 AMPOLLAS DE POLIPROPILENO GRADO MÉDICO INCOLORAS Y TRANSPARENTES CON 10 ML CADA UNA,Activo,08/13/2018,,No,U,A11AA04,MULTIVITAMINAS Y ELEMENTOS TRAZA,INTRAVENOSA,A,YODURO DE POTASIO,µg,170.06,AMPOLLA POR 10 ML,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,LABORATORIO AGUETTANT,FABRICANTE,IMPORTAR Y VENDER
419,20011362,PREVENAR® VACUNA CONJUGADA NEUMOCOCICA. 13 VALENTE (DIFTERIA CRM 197 PROTEINA),PFIZER S.A.S.,INVIMA 2010M-0010461,02/17/2010,02/26/2020,Vigente,20011362,2,5.0,CAJA PLEGABLE DE CARTON POR 5 JERINGAS PRELLENADAS POR 0.5 ML EN VIDRIO TIPO I CON SIN O AGUJA,Activo,12/07/2009,,No,U,J07AL02,NEUMOCOCO ANTIGENOS POLISACARIDOS CONJUGADOS PURIFICADOS,INTRAMUSCULAR,A,POLISACARIDO SEROTIPO 7F,ćg,2.2,0.5 ML DE SUSPENSIÓN INYECTABLE,SUSPENSION INYECTABLE,WYETH PHARMACEUTICALS DIVISION OF WYETH HOLDINGS CORPORATION (MANUFACTURA DEL SACÁRIDO NEUMOCÓCICO-CRM197 CONJUGADO ),FABRICANTE,IMPORTAR Y VENDER
420,20001038,TEMODAL® CAPSULAS 140 MG,MERCK SHARP & DOHME CORPORATION,INVIMA 2009M-0009548,05/04/2009,05/20/2019,Vigente,20001038,2,20.0,CAJA PLEGADIZA MÁS FRASCO DE VIDRIO TIPO I AMBAR Y TAPA DE PP POR 20 CÁPSULAS DURAS,Activo,12/12/2008,,No,U,L01AX03,TEMOZOLOMIDA,ORAL,A,TEMOZOLOMIDA,mg,140.0,CÁPSULA DURA,CAPSULA DURA,MERCK SHARP & DOHME COLOMBIA S.A.S,IMPORTADOR,IMPORTAR Y VENDER
421,50476,NULYTELY POLVO PARA RECONSTITUIR,ASOFARMA DE MEXICO S.A. DE C.V.,INVIMA 2015M-015336-R2,01/02/1995,08/05/2020,Vigente,50476,6,440.4,CAJA X 4 SOBRES DE POLIETILENO CON 110.1 G DEL PRODUCTO SABORES CEREZA.,Inactivo,04/19/2007,08/24/2015,No,g,A06AD15,MACROGOL,ORAL,A,BICARBONATO DE SODIO,g,1.43,SOBRE DE 109.6 G,POLVO PARA RECONSTITUIR A SOLUCION ORAL,TECNOFARMA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
422,20032072,TENSYPRES - K® TABLETAS 50 MG,ANGLOPHARMA S.A.,INVIMA 2018M-0012913-R1,02/20/2012,01/30/2024,Vigente,20032072,5,250.0,CAJA POR 250 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS,Activo,10/25/2011,,No,U,C09CA01,LOSARTAN,ORAL,A,LOSARTAN POTASICO,mg,50.0,TABLETA,TABLETA,ANGLOPHARMA S.A.,FABRICANTE,FABRICAR Y VENDER
423,59501,GLUCOPHAGE® 500MG,MERCK S.A.,INVIMA 2015M- 000679-R2,05/17/1995,11/03/2020,Vigente,59501,1,100.0,PRESENTACION USO INSTITUCIONAL: CAJA POR 100 TABLETAS EN BLISTER PVC/ALUMINIO,Activo,11/10/2006,,No,U,A10BA02,METFORMINA,ORAL,A,METFORMINA CLORHIDRATO,mg,500.0,TABLETA CUBIERTA CON PELICULA (TABLETA LACADA),TABLETA CUBIERTA CON PELICULA,MERCK S.A.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
424,20015204,GESTAVIT DHA,PROCAPS S.A.,INVIMA 2015M-0010993-R1,06/21/2010,09/11/2020,Vigente,20015204,5,1.0,CAJA X 60 CAPSULAS BLANDAS CON CUBIERTA ENTERICA EN 6 BLISTER AL/PVDC X 10 CAPSULAS C/U,Activo,03/24/2010,,No,U,A11AA01,MULTIVITAMINAS MAS HIERRO,ORAL,A,RIBOFLAVINA (VITAMINA B2),mg,3.4,,CÁPSULA BLANDA DE GELATINA CON CUBIERTA ENTÉRICA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
425,38489,DOLORAN® POMADA,HECTOR RIVERA GARZON & CIA. S. EN C.,INVIMA 2015 M-003733-R4,01/01/1999,12/17/2020,Vigente,38489,2,10.0,CAJA  DE HOJALATA ESTAŃADA PREIMPRESA POR  10 G. EN CAJA CARTÓN,Activo,11/10/2006,,No,g,D11AX97,MENTOL. ALCANFOR. SALICILATO DE METILO,TOPICA (EXTERNA),D,ALCANFOR,g,8.0,100 G,POMADA,LABORATORIOS HERIGAR LTDA,FABRICANTE,FABRICAR Y VENDER
426,20012091,ADIX®500 MG,LABORATORIOS LEGRAND S.A.,INVIMA 2015M-0011021-R1,06/28/2010,11/26/2020,Vigente,20012091,11,2.0,BLISTER PVC/PVDC - ALUMINIO X 2 TABLETAS RECUBIERTAS EN CAJA MUESTRA MČDICA,Activo,03/06/2013,,Si,U,J01MA12,LEVOFLOXACINA,ORAL,A,LEVOFLOXACINA HEMIHIDRATO 512.46 MG EQUIVALENTE A LEVOFLOXACINA,mg,500.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIOS LEGRAND S.A.,FABRICANTE,FABRICAR Y VENDER
427,20071337,IRBEPREX A 300 MG TABLETAS,SCANDINAVIA PHARMA LTDA.,INVIMA 2014M-0015584,12/18/2014,02/04/2020,Vigente,20071337,2,30.0,CAJA PLEGADIZA X 30 TABLETAS EN BLISTER ALUMINIO / PVDC BLANCO POR 10 TABLETAS.,Activo,12/16/2014,,No,U,C09DB05,IRBESARTAN Y AMLODIPINO,ORAL,A,IRBESARTAN,mg,300.0,TABLETA CUBIERTA,TABLETA CUBIERTA CON PELICULA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
428,19943032,LEVOMAX 5MG/ML,PROCAPS S.A.,INVIMA 2015M-0004044-R1,01/13/2005,12/03/2020,Vigente,19943032,2,3.0,MUESTRA MEDICA: FRASCO GOTERO DE POLIETILENO DE BAJA DENSIDAD POR 3ML,Inactivo,04/30/2012,11/09/2015,Si,ml,S01AX19,LEVOFLOXACINA,CONJUNTIVAL,C,LEVOFLOXACINA HEMIHIDRATO 5.1246 MG (EQUIVALENTE A LEVOFLOXACINA BASE,mg,5.0,ML,SOLUCION OFTALMICA,PHARMAYECT S.A,FABRICANTE,FABRICAR Y VENDER
429,19967410,ACIDO ACETIL SALICILICO 100 MG,MEMPHIS PRODUCTS S.A.,INVIMA 2017M-0006186-R1,08/02/2006,01/05/2023,Vigente,19967410,7,60.0,CAJA DE CARTÓN TIPO PVP IMPRESA POR 60 TABLETAS EN UN BLISTER DE PVC-PVDC TRANSPARENTE Y PAPEL DE ALUMINIO POR 10 TABLETAS.,Activo,01/25/2007,,No,U,N02BA01,ACETILSALICILICO ACIDO,ORAL,A,ACIDO ACETIL SALICILICO,mg,100.0,TABLETA,TABLETA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER
